시점,범죄발생장소별(1),죄종별(1),죄종별(2),데이터
2012,"시장,노점",지능범죄,사기,1553
2012,"시장,노점",지능범죄,횡령,233
2012,"시장,노점",지능범죄,배임,23
2012,"시장,노점",풍속범죄,성풍속범죄,64
2012,"시장,노점",풍속범죄,도박범죄,95
2012,"숙박업소, 목욕탕",계,소계,22209
2012,"숙박업소, 목욕탕",강력범죄,살인기수,19
2012,"숙박업소, 목욕탕",강력범죄,살인미수등,10
2012,"숙박업소, 목욕탕",강력범죄,강도,85
2012,"숙박업소, 목욕탕",강력범죄,강간·강제추행,2271
2012,"숙박업소, 목욕탕",강력범죄,방화,24
2012,"숙박업소, 목욕탕",폭력범죄,상해,816
2012,"숙박업소, 목욕탕",폭력범죄,폭행,1265
2012,"숙박업소, 목욕탕",폭력범죄,체포·감금,45
2012,"숙박업소, 목욕탕",폭력범죄,협박,44
2012,"숙박업소, 목욕탕",폭력범죄,약취·유인,17
2012,"숙박업소, 목욕탕",폭력범죄,폭력행위등,445
2012,"숙박업소, 목욕탕",폭력범죄,공갈,63
2012,"숙박업소, 목욕탕",폭력범죄,손괴,675
2012,"숙박업소, 목욕탕",지능범죄,소계,1779
2012,"숙박업소, 목욕탕",지능범죄,직무유기,1
2012,"숙박업소, 목욕탕",지능범죄,증수뢰,3
2012,"숙박업소, 목욕탕",지능범죄,통화,13
2012,"숙박업소, 목욕탕",지능범죄,문서·인장,34
2012,"숙박업소, 목욕탕",지능범죄,유가증권인지,7
2012,"숙박업소, 목욕탕",지능범죄,사기,1558
2012,"숙박업소, 목욕탕",지능범죄,횡령,156
2012,"숙박업소, 목욕탕",지능범죄,배임,7
2012,"숙박업소, 목욕탕",풍속범죄,성풍속범죄,800
2012,"숙박업소, 목욕탕",풍속범죄,도박범죄,111
2012,유흥접객업소,계,소계,84848
2012,유흥접객업소,강력범죄,살인기수,20
2012,유흥접객업소,강력범죄,살인미수등,36
2012,유흥접객업소,강력범죄,강도,132
2012,유흥접객업소,강력범죄,강간·강제추행,1239
2012,유흥접객업소,강력범죄,방화,44
2012,유흥접객업소,폭력범죄,상해,5823
2012,유흥접객업소,폭력범죄,폭행,9186
2012,유흥접객업소,폭력범죄,체포·감금,38
2012,유흥접객업소,폭력범죄,협박,256
2012,유흥접객업소,폭력범죄,약취·유인,4
2012,유흥접객업소,폭력범죄,폭력행위등,4788
2012,유흥접객업소,폭력범죄,공갈,493
2012,유흥접객업소,폭력범죄,손괴,2188
2012,유흥접객업소,지능범죄,소계,19128
2012,유흥접객업소,지능범죄,직무유기,9
2012,유흥접객업소,지능범죄,직권남용,6
2012,유흥접객업소,지능범죄,증수뢰,26
2012,유흥접객업소,지능범죄,통화,48
2012,유흥접객업소,지능범죄,문서·인장,301
2012,유흥접객업소,지능범죄,유가증권인지,15
2012,유흥접객업소,지능범죄,사기,17744
2012,유흥접객업소,지능범죄,횡령,859
2012,유흥접객업소,지능범죄,배임,120
2012,유흥접객업소,풍속범죄,성풍속범죄,1064
2012,유흥접객업소,풍속범죄,도박범죄,1132
2012,사무실,계,소계,128343
2012,사무실,강력범죄,살인기수,4
2012,사무실,강력범죄,살인미수등,30
2012,사무실,강력범죄,강도,32
2012,사무실,강력범죄,강간·강제추행,307
2012,사무실,강력범죄,방화,63
2012,사무실,폭력범죄,상해,2073
2012,사무실,폭력범죄,폭행,2184
2012,사무실,폭력범죄,체포·감금,61
2012,사무실,폭력범죄,협박,413
2012,사무실,폭력범죄,약취·유인,3
2012,사무실,폭력범죄,폭력행위등,897
2012,사무실,폭력범죄,공갈,573
2012,사무실,폭력범죄,손괴,740
2012,사무실,지능범죄,소계,74448
2012,사무실,지능범죄,직무유기,274
2012,사무실,지능범죄,직권남용,139
2012,사무실,지능범죄,증수뢰,214
2012,사무실,지능범죄,통화,269
2012,사무실,지능범죄,문서·인장,6862
2012,사무실,지능범죄,유가증권인지,197
2012,사무실,지능범죄,사기,55253
2012,사무실,지능범죄,횡령,9229
2012,사무실,지능범죄,배임,2011
2012,사무실,풍속범죄,성풍속범죄,1486
2012,사무실,풍속범죄,도박범죄,1562
2012,공장,계,소계,12948
2012,공장,강력범죄,살인기수,1
2012,공장,강력범죄,살인미수등,3
2012,공장,강력범죄,강도,5
2012,공장,강력범죄,강간·강제추행,29
2012,공장,강력범죄,방화,16
2012,공장,폭력범죄,상해,464
2012,공장,폭력범죄,폭행,368
2012,공장,폭력범죄,체포·감금,4
2012,공장,폭력범죄,협박,24
2012,공장,폭력범죄,폭력행위등,169
2012,공장,폭력범죄,공갈,33
2012,공장,폭력범죄,손괴,145
2012,공장,지능범죄,소계,2857
2012,공장,지능범죄,직무유기,4
2012,공장,지능범죄,직권남용,2
2012,공장,지능범죄,증수뢰,1
2012,공장,지능범죄,문서·인장,28
2012,공장,지능범죄,유가증권인지,3
2012,공장,지능범죄,사기,2090
2012,공장,지능범죄,횡령,616
2012,공장,지능범죄,배임,113
2012,공장,풍속범죄,성풍속범죄,3
2012,공장,풍속범죄,도박범죄,28
2012,"공사장,광산",계,소계,8036
2012,"공사장,광산",강력범죄,살인기수,1
2012,"공사장,광산",강력범죄,강도,2
2012,"공사장,광산",강력범죄,강간·강제추행,14
2012,"공사장,광산",강력범죄,방화,15
2012,"공사장,광산",폭력범죄,상해,277
2012,"공사장,광산",폭력범죄,폭행,202
2012,"공사장,광산",폭력범죄,체포·감금,1
2012,"공사장,광산",폭력범죄,협박,8
2012,"공사장,광산",폭력범죄,폭력행위등,166
2012,"공사장,광산",폭력범죄,공갈,25
2012,"공사장,광산",폭력범죄,손괴,173
2012,"공사장,광산",지능범죄,소계,2586
2012,"공사장,광산",지능범죄,직무유기,5
2012,"공사장,광산",지능범죄,직권남용,1
2012,"공사장,광산",지능범죄,증수뢰,2
2012,"공사장,광산",지능범죄,문서·인장,48
2012,"공사장,광산",지능범죄,유가증권인지,4
2012,"공사장,광산",지능범죄,사기,2135
2012,"공사장,광산",지능범죄,횡령,361
2012,"공사장,광산",지능범죄,배임,30
2012,"공사장,광산",풍속범죄,도박범죄,1
2012,창고,계,소계,2794
2012,창고,강력범죄,살인기수,1
2012,창고,강력범죄,강도,2
2012,창고,강력범죄,강간·강제추행,18
2012,창고,강력범죄,방화,12
2012,창고,폭력범죄,상해,37
2012,창고,폭력범죄,폭행,22
2012,창고,폭력범죄,체포·감금,1
2012,창고,폭력범죄,폭력행위등,16
2012,창고,폭력범죄,손괴,46
2012,창고,지능범죄,소계,552
2012,창고,지능범죄,문서·인장,1
2012,창고,지능범죄,사기,449
2012,창고,지능범죄,횡령,92
2012,창고,지능범죄,배임,10
2012,창고,풍속범죄,성풍속범죄,1
2012,창고,풍속범죄,도박범죄,36
2012,"역,대합실",계,소계,4075
2012,"역,대합실",강력범죄,살인기수,1
2012,"역,대합실",강력범죄,살인미수등,2
2012,"역,대합실",강력범죄,강도,9
2012,"역,대합실",강력범죄,강간·강제추행,167
2012,"역,대합실",강력범죄,방화,4
2012,"역,대합실",폭력범죄,상해,193
2012,"역,대합실",폭력범죄,폭행,533
2012,"역,대합실",폭력범죄,체포·감금,2
2012,"역,대합실",폭력범죄,협박,3
2012,"역,대합실",폭력범죄,약취·유인,1
2012,"역,대합실",폭력범죄,폭력행위등,109
2012,"역,대합실",폭력범죄,공갈,21
2012,"역,대합실",폭력범죄,손괴,97
2012,"역,대합실",지능범죄,소계,655
2012,"역,대합실",지능범죄,직권남용,2
2012,"역,대합실",지능범죄,통화,10
2012,"역,대합실",지능범죄,문서·인장,41
2012,"역,대합실",지능범죄,사기,411
2012,"역,대합실",지능범죄,횡령,187
2012,"역,대합실",지능범죄,배임,4
2012,"역,대합실",풍속범죄,성풍속범죄,356
2012,"역,대합실",풍속범죄,도박범죄,1
2012,지하철,계,소계,1783
2012,지하철,강력범죄,강도,2
2012,지하철,강력범죄,강간·강제추행,471
2012,지하철,강력범죄,방화,1
2012,지하철,폭력범죄,상해,47
2012,지하철,폭력범죄,폭행,155
2012,지하철,폭력범죄,협박,1
2012,지하철,폭력범죄,약취·유인,1
2012,지하철,폭력범죄,폭력행위등,13
2012,지하철,폭력범죄,공갈,3
2012,지하철,폭력범죄,손괴,12
2012,지하철,지능범죄,소계,162
2012,지하철,지능범죄,통화,1
2012,지하철,지능범죄,문서·인장,2
2012,지하철,지능범죄,사기,21
2012,지하철,지능범죄,횡령,138
2012,지하철,풍속범죄,성풍속범죄,238
2012,기타교통수단내,계,소계,16404
2012,기타교통수단내,강력범죄,살인기수,8
2012,기타교통수단내,강력범죄,살인미수등,12
2012,기타교통수단내,강력범죄,강도,47
2012,기타교통수단내,강력범죄,강간·강제추행,680
2012,기타교통수단내,강력범죄,방화,10
2012,기타교통수단내,폭력범죄,상해,1314
2012,기타교통수단내,폭력범죄,폭행,2850
2012,기타교통수단내,폭력범죄,체포·감금,25
2012,기타교통수단내,폭력범죄,협박,38
2012,기타교통수단내,폭력범죄,약취·유인,2
2012,기타교통수단내,폭력범죄,폭력행위등,1017
2012,기타교통수단내,폭력범죄,공갈,60
2012,기타교통수단내,폭력범죄,손괴,431
2012,기타교통수단내,지능범죄,소계,2309
2012,기타교통수단내,지능범죄,직권남용,2
2012,기타교통수단내,지능범죄,증수뢰,1
2012,기타교통수단내,지능범죄,통화,20
2012,기타교통수단내,지능범죄,문서·인장,61
2012,기타교통수단내,지능범죄,유가증권인지,3
2012,기타교통수단내,지능범죄,사기,1609
2012,기타교통수단내,지능범죄,횡령,612
2012,기타교통수단내,지능범죄,배임,1
2012,기타교통수단내,풍속범죄,성풍속범죄,83
2012,기타교통수단내,풍속범죄,도박범죄,17
2012,흥행장,계,소계,2002
2012,흥행장,강력범죄,강도,2
2012,흥행장,강력범죄,강간·강제추행,32
2012,흥행장,강력범죄,방화,3
2012,흥행장,폭력범죄,상해,77
2012,흥행장,폭력범죄,폭행,84
2012,흥행장,폭력범죄,체포·감금,2
2012,흥행장,폭력범죄,협박,3
2012,흥행장,폭력범죄,폭력행위등,40
2012,흥행장,폭력범죄,공갈,12
2012,흥행장,폭력범죄,손괴,25
2012,흥행장,지능범죄,소계,306
2012,흥행장,지능범죄,통화,1
2012,흥행장,지능범죄,문서·인장,82
2012,흥행장,지능범죄,유가증권인지,4
2012,흥행장,지능범죄,사기,175
2012,흥행장,지능범죄,횡령,43
2012,흥행장,지능범죄,배임,1
2012,흥행장,풍속범죄,성풍속범죄,8
2012,흥행장,풍속범죄,도박범죄,153
2012,유원지,계,소계,4717
2012,유원지,강력범죄,살인기수,3
2012,유원지,강력범죄,살인미수등,4
2012,유원지,강력범죄,강도,18
2012,유원지,강력범죄,강간·강제추행,183
2012,유원지,강력범죄,방화,8
2012,유원지,폭력범죄,상해,491
2012,유원지,폭력범죄,폭행,780
2012,유원지,폭력범죄,체포·감금,2
2012,유원지,폭력범죄,협박,19
2012,유원지,폭력범죄,약취·유인,1
2012,유원지,폭력범죄,폭력행위등,498
2012,유원지,폭력범죄,공갈,80
2012,유원지,폭력범죄,손괴,78
2012,유원지,지능범죄,소계,330
2012,유원지,지능범죄,직무유기,1
2012,유원지,지능범죄,직권남용,2
2012,유원지,지능범죄,증수뢰,1
2012,유원지,지능범죄,통화,26
2012,유원지,지능범죄,문서·인장,5
2012,유원지,지능범죄,사기,163
2012,유원지,지능범죄,횡령,132
2012,유원지,풍속범죄,성풍속범죄,44
2012,유원지,풍속범죄,도박범죄,29
2012,학교,계,소계,7801
2012,학교,강력범죄,살인기수,1
2012,학교,강력범죄,살인미수등,2
2012,학교,강력범죄,강도,7
2012,학교,강력범죄,강간·강제추행,163
2012,학교,강력범죄,방화,10
2012,학교,폭력범죄,상해,644
2012,학교,폭력범죄,폭행,715
2012,학교,폭력범죄,체포·감금,7
2012,학교,폭력범죄,협박,42
2012,학교,폭력범죄,약취·유인,6
2012,학교,폭력범죄,폭력행위등,692
2012,학교,폭력범죄,공갈,379
2012,학교,폭력범죄,손괴,143
2012,학교,지능범죄,소계,581
2012,학교,지능범죄,직무유기,13
2012,학교,지능범죄,직권남용,6
2012,학교,지능범죄,증수뢰,7
2012,학교,지능범죄,문서·인장,28
2012,학교,지능범죄,사기,361
2012,학교,지능범죄,횡령,148
2012,학교,지능범죄,배임,18
2012,학교,풍속범죄,성풍속범죄,42
2012,학교,풍속범죄,도박범죄,2
2012,금융기관,계,소계,28095
2012,금융기관,강력범죄,살인미수등,1
2012,금융기관,강력범죄,강도,9
2012,금융기관,강력범죄,강간·강제추행,5
2012,금융기관,강력범죄,방화,4
2012,금융기관,폭력범죄,상해,23
2012,금융기관,폭력범죄,폭행,46
2012,금융기관,폭력범죄,협박,3
2012,금융기관,폭력범죄,폭력행위등,21
2012,금융기관,폭력범죄,공갈,26
2012,금융기관,폭력범죄,손괴,92
2012,금융기관,지능범죄,소계,18604
2012,금융기관,지능범죄,직무유기,1
2012,금융기관,지능범죄,증수뢰,10
2012,금융기관,지능범죄,통화,5286
2012,금융기관,지능범죄,문서·인장,282
2012,금융기관,지능범죄,유가증권인지,56
2012,금융기관,지능범죄,사기,11839
2012,금융기관,지능범죄,횡령,1006
2012,금융기관,지능범죄,배임,124
2012,금융기관,풍속범죄,성풍속범죄,5
2012,금융기관,풍속범죄,도박범죄,4
2012,의료기관,계,소계,9856
2012,의료기관,강력범죄,살인기수,7
2012,의료기관,강력범죄,살인미수등,4
2012,의료기관,강력범죄,강도,9
2012,의료기관,강력범죄,강간·강제추행,122
2012,의료기관,강력범죄,방화,12
2012,의료기관,폭력범죄,상해,456
2012,의료기관,폭력범죄,폭행,661
2012,의료기관,폭력범죄,체포·감금,64
2012,의료기관,폭력범죄,협박,59
2012,의료기관,폭력범죄,약취·유인,2
2012,의료기관,폭력범죄,폭력행위등,146
2012,의료기관,폭력범죄,공갈,30
2012,의료기관,폭력범죄,손괴,108
2012,의료기관,지능범죄,소계,2840
2012,의료기관,지능범죄,직무유기,3
2012,의료기관,지능범죄,직권남용,3
2012,의료기관,지능범죄,증수뢰,2
2012,의료기관,지능범죄,통화,10
2012,의료기관,지능범죄,문서·인장,104
2012,의료기관,지능범죄,유가증권인지,1
2012,의료기관,지능범죄,사기,2554
2012,의료기관,지능범죄,횡령,152
2012,의료기관,지능범죄,배임,11
2012,의료기관,풍속범죄,성풍속범죄,15
2012,의료기관,풍속범죄,도박범죄,1
2012,종교기관,계,소계,2895
2012,종교기관,강력범죄,살인기수,3
2012,종교기관,강력범죄,살인미수등,1
2012,종교기관,강력범죄,강도,1
2012,종교기관,강력범죄,강간·강제추행,45
2012,종교기관,강력범죄,방화,16
2012,종교기관,폭력범죄,상해,154
2012,종교기관,폭력범죄,폭행,144
2012,종교기관,폭력범죄,체포·감금,10
2012,종교기관,폭력범죄,협박,16
2012,종교기관,폭력범죄,약취·유인,3
2012,종교기관,폭력범죄,폭력행위등,136
2012,종교기관,폭력범죄,공갈,8
2012,종교기관,폭력범죄,손괴,110
2012,종교기관,지능범죄,소계,480
2012,종교기관,지능범죄,직무유기,2
2012,종교기관,지능범죄,직권남용,1
2012,종교기관,지능범죄,증수뢰,1
2012,종교기관,지능범죄,통화,4
2012,종교기관,지능범죄,문서·인장,19
2012,종교기관,지능범죄,사기,324
2012,종교기관,지능범죄,횡령,107
2012,종교기관,지능범죄,배임,22
2012,종교기관,풍속범죄,성풍속범죄,4
2012,종교기관,풍속범죄,도박범죄,5
2012,산야,계,소계,7804
2012,산야,강력범죄,살인기수,10
2012,산야,강력범죄,살인미수등,5
2012,산야,강력범죄,강도,6
2012,산야,강력범죄,강간·강제추행,65
2012,산야,강력범죄,방화,9
2012,산야,폭력범죄,상해,212
2012,산야,폭력범죄,폭행,154
2012,산야,폭력범죄,체포·감금,4
2012,산야,폭력범죄,협박,10
2012,산야,폭력범죄,폭력행위등,153
2012,산야,폭력범죄,공갈,11
2012,산야,폭력범죄,손괴,878
2012,산야,지능범죄,소계,694
2012,산야,지능범죄,직무유기,8
2012,산야,지능범죄,직권남용,4
2012,산야,지능범죄,문서·인장,17
2012,산야,지능범죄,사기,543
2012,산야,지능범죄,횡령,87
2012,산야,지능범죄,배임,35
2012,산야,풍속범죄,성풍속범죄,5
2012,산야,풍속범죄,도박범죄,10
2012,해상,계,소계,12280
2012,해상,강력범죄,살인기수,1
2012,해상,강력범죄,강간·강제추행,5
2012,해상,강력범죄,방화,1
2012,해상,폭력범죄,상해,33
2012,해상,폭력범죄,폭행,58
2012,해상,폭력범죄,협박,2
2012,해상,폭력범죄,폭력행위등,20
2012,해상,폭력범죄,손괴,155
2012,해상,지능범죄,소계,135
2012,해상,지능범죄,문서·인장,36
2012,해상,지능범죄,사기,84
2012,해상,지능범죄,횡령,13
2012,해상,지능범죄,배임,2
2012,해상,풍속범죄,성풍속범죄,1
2012,부대,계,소계,4624
2012,부대,강력범죄,강간·강제추행,5
2012,부대,폭력범죄,상해,14
2012,부대,폭력범죄,폭행,25
2012,부대,폭력범죄,폭력행위등,5
2012,부대,폭력범죄,공갈,1
2012,부대,폭력범죄,손괴,1
2012,부대,지능범죄,소계,41
2012,부대,지능범죄,문서·인장,7
2012,부대,지능범죄,사기,34
2012,구금장소,계,소계,34
2012,구금장소,폭력범죄,상해,4
2012,구금장소,폭력범죄,폭행,2
2012,구금장소,폭력범죄,협박,2
2012,구금장소,폭력범죄,폭력행위등,1
2012,구금장소,폭력범죄,공갈,1
2012,구금장소,지능범죄,소계,17
2012,구금장소,지능범죄,직무유기,3
2012,구금장소,지능범죄,직권남용,3
2012,구금장소,지능범죄,사기,10
2012,구금장소,지능범죄,횡령,1
2012,공지,계,소계,576
2012,공지,강력범죄,살인미수등,1
2012,공지,강력범죄,강간·강제추행,8
2012,공지,폭력범죄,상해,22
2012,공지,폭력범죄,폭행,23
2012,공지,폭력범죄,협박,1
2012,공지,폭력범죄,폭력행위등,23
2012,공지,폭력범죄,공갈,3
2012,공지,폭력범죄,손괴,48
2012,공지,지능범죄,소계,60
2012,공지,지능범죄,직무유기,1
2012,공지,지능범죄,직권남용,1
2012,공지,지능범죄,문서·인장,3
2012,공지,지능범죄,사기,44
2012,공지,지능범죄,횡령,8
2012,공지,지능범죄,배임,3
2012,공지,풍속범죄,성풍속범죄,1
2012,공지,풍속범죄,도박범죄,1
2012,주차장,계,소계,20637
2012,주차장,강력범죄,살인기수,5
2012,주차장,강력범죄,살인미수등,10
2012,주차장,강력범죄,강도,48
2012,주차장,강력범죄,강간·강제추행,162
2012,주차장,강력범죄,방화,55
2012,주차장,폭력범죄,상해,834
2012,주차장,폭력범죄,폭행,1294
2012,주차장,폭력범죄,체포·감금,15
2012,주차장,폭력범죄,협박,39
2012,주차장,폭력범죄,폭력행위등,594
2012,주차장,폭력범죄,공갈,79
2012,주차장,폭력범죄,손괴,4500
2012,주차장,지능범죄,소계,581
2012,주차장,지능범죄,직무유기,3
2012,주차장,지능범죄,직권남용,1
2012,주차장,지능범죄,증수뢰,2
2012,주차장,지능범죄,문서·인장,13
2012,주차장,지능범죄,사기,377
2012,주차장,지능범죄,횡령,181
2012,주차장,지능범죄,배임,4
2012,주차장,풍속범죄,성풍속범죄,16
2012,주차장,풍속범죄,도박범죄,13
2012,공중화장실,계,소계,1662
2012,공중화장실,강력범죄,살인기수,1
2012,공중화장실,강력범죄,강도,5
2012,공중화장실,강력범죄,강간·강제추행,195
2012,공중화장실,강력범죄,방화,6
2012,공중화장실,폭력범죄,상해,102
2012,공중화장실,폭력범죄,폭행,164
2012,공중화장실,폭력범죄,체포·감금,1
2012,공중화장실,폭력범죄,협박,1
2012,공중화장실,폭력범죄,약취·유인,1
2012,공중화장실,폭력범죄,폭력행위등,92
2012,공중화장실,폭력범죄,공갈,27
2012,공중화장실,폭력범죄,손괴,60
2012,공중화장실,지능범죄,소계,93
2012,공중화장실,지능범죄,문서·인장,1
2012,공중화장실,지능범죄,사기,2
2012,공중화장실,지능범죄,횡령,90
2012,공중화장실,풍속범죄,성풍속범죄,218
2012,PC방,계,소계,11153
2012,PC방,강력범죄,살인기수,1
2012,PC방,강력범죄,강도,17
2012,PC방,강력범죄,강간·강제추행,40
2012,PC방,강력범죄,방화,2
2012,PC방,폭력범죄,상해,135
2012,PC방,폭력범죄,폭행,374
2012,PC방,폭력범죄,체포·감금,2
2012,PC방,폭력범죄,협박,9
2012,PC방,폭력범죄,폭력행위등,120
2012,PC방,폭력범죄,공갈,136
2012,PC방,폭력범죄,손괴,38
2012,PC방,지능범죄,소계,3654
2012,PC방,지능범죄,통화,5
2012,PC방,지능범죄,문서·인장,28
2012,PC방,지능범죄,유가증권인지,1
2012,PC방,지능범죄,사기,3513
2012,PC방,지능범죄,횡령,99
2012,PC방,지능범죄,배임,8
2012,PC방,풍속범죄,성풍속범죄,592
2012,PC방,풍속범죄,도박범죄,179
2012,기타,계,소계,515881
2012,기타,강력범죄,살인기수,76
2012,기타,강력범죄,살인미수등,175
2012,기타,강력범죄,강도,764
2012,기타,강력범죄,강간·강제추행,6558
2012,기타,강력범죄,방화,840
2012,기타,폭력범죄,상해,24205
2012,기타,폭력범죄,폭행,64030
2012,기타,폭력범죄,체포·감금,265
2012,기타,폭력범죄,협박,1641
2012,기타,폭력범죄,약취·유인,56
2012,기타,폭력범죄,폭력행위등,19816
2012,기타,폭력범죄,공갈,2204
2012,기타,폭력범죄,손괴,29604
2012,기타,지능범죄,소계,110854
2012,기타,지능범죄,직무유기,116
2012,기타,지능범죄,직권남용,47
2012,기타,지능범죄,증수뢰,61
2012,기타,지능범죄,통화,1948
2012,기타,지능범죄,문서·인장,4650
2012,기타,지능범죄,유가증권인지,184
2012,기타,지능범죄,사기,91117
2012,기타,지능범죄,횡령,11482
2012,기타,지능범죄,배임,1249
2012,기타,풍속범죄,성풍속범죄,5819
2012,기타,풍속범죄,도박범죄,4899
2013,계,계,소계,1857276
2013,계,강력범죄,살인기수,342
2013,계,강력범죄,살인미수등,587
2013,계,강력범죄,강도,1980
2013,계,강력범죄,강간,5753
2013,계,강력범죄,유사강간,132
2013,계,강력범죄,강제추행,14778
2013,계,강력범죄,기타 강간·강제추행등,1647
2013,계,강력범죄,방화,1743
2013,계,폭력범죄,상해,55884
2013,계,폭력범죄,폭행,128699
2013,계,폭력범죄,체포·감금,929
2013,계,폭력범죄,협박,4661
2013,계,폭력범죄,약취·유인,188
2013,계,폭력범죄,폭력행위등,41704
2013,계,폭력범죄,공갈,4310
2013,계,폭력범죄,손괴,57813
2013,계,지능범죄,소계,329439
2013,계,지능범죄,직무유기,555
2013,계,지능범죄,직권남용,325
2013,계,지능범죄,증수뢰,253
2013,계,지능범죄,통화,3874
2013,계,지능범죄,문서·인장,15385
2013,계,지능범죄,유가증권인지,456
2013,계,지능범죄,사기,269082
2013,계,지능범죄,횡령,34892
2013,계,지능범죄,배임,4617
2013,계,풍속범죄,성풍속범죄,19385
2013,계,풍속범죄,도박범죄,7988
2013,"아파트, 연립다세대",계,소계,77667
2013,"아파트, 연립다세대",강력범죄,살인기수,97
2013,"아파트, 연립다세대",강력범죄,살인미수등,104
2013,"아파트, 연립다세대",강력범죄,강도,169
2013,"아파트, 연립다세대",강력범죄,강간,1070
2013,"아파트, 연립다세대",강력범죄,유사강간,21
2013,"아파트, 연립다세대",강력범죄,강제추행,1098
2013,"아파트, 연립다세대",강력범죄,기타 강간·강제추행등,425
2013,"아파트, 연립다세대",강력범죄,방화,379
2013,"아파트, 연립다세대",폭력범죄,상해,4525
2013,"아파트, 연립다세대",폭력범죄,폭행,10220
2013,"아파트, 연립다세대",폭력범죄,체포·감금,93
2013,"아파트, 연립다세대",폭력범죄,협박,660
2013,"아파트, 연립다세대",폭력범죄,약취·유인,21
2013,"아파트, 연립다세대",폭력범죄,폭력행위등,2943
2013,"아파트, 연립다세대",폭력범죄,공갈,299
2013,"아파트, 연립다세대",폭력범죄,손괴,3644
2013,"아파트, 연립다세대",지능범죄,소계,12831
2013,"아파트, 연립다세대",지능범죄,직무유기,9
2013,"아파트, 연립다세대",지능범죄,직권남용,7
2013,"아파트, 연립다세대",지능범죄,증수뢰,3
2013,"아파트, 연립다세대",지능범죄,통화,6
2013,"아파트, 연립다세대",지능범죄,문서·인장,277
2013,"아파트, 연립다세대",지능범죄,유가증권인지,7
2013,"아파트, 연립다세대",지능범죄,사기,11575
2013,"아파트, 연립다세대",지능범죄,횡령,706
2013,"아파트, 연립다세대",지능범죄,배임,241
2013,"아파트, 연립다세대",풍속범죄,성풍속범죄,1523
2013,"아파트, 연립다세대",풍속범죄,도박범죄,311
2013,단독주택,계,소계,106024
2013,단독주택,강력범죄,살인기수,101
2013,단독주택,강력범죄,살인미수등,130
2013,단독주택,강력범죄,강도,222
2013,단독주택,강력범죄,강간,1179
2013,단독주택,강력범죄,유사강간,24
2013,단독주택,강력범죄,강제추행,940
2013,단독주택,강력범죄,기타 강간·강제추행등,474
2013,단독주택,강력범죄,방화,359
2013,단독주택,폭력범죄,상해,4475
2013,단독주택,폭력범죄,폭행,9934
2013,단독주택,폭력범죄,체포·감금,104
2013,단독주택,폭력범죄,협박,823
2013,단독주택,폭력범죄,약취·유인,29
2013,단독주택,폭력범죄,폭력행위등,3307
2013,단독주택,폭력범죄,공갈,284
2013,단독주택,폭력범죄,손괴,3756
2013,단독주택,지능범죄,소계,23691
2013,단독주택,지능범죄,직무유기,16
2013,단독주택,지능범죄,직권남용,10
2013,단독주택,지능범죄,증수뢰,3
2013,단독주택,지능범죄,통화,10
2013,단독주택,지능범죄,문서·인장,562
2013,단독주택,지능범죄,유가증권인지,6
2013,단독주택,지능범죄,사기,22223
2013,단독주택,지능범죄,횡령,718
2013,단독주택,지능범죄,배임,143
2013,단독주택,풍속범죄,성풍속범죄,2252
2013,단독주택,풍속범죄,도박범죄,1112
2013,고속도로,계,소계,3659
2013,고속도로,강력범죄,살인미수등,2
2013,고속도로,강력범죄,강도,1
2013,고속도로,강력범죄,강간,3
2013,고속도로,강력범죄,강제추행,7
2013,고속도로,폭력범죄,상해,65
2013,고속도로,폭력범죄,폭행,159
2013,고속도로,폭력범죄,체포·감금,6
2013,고속도로,폭력범죄,협박,11
2013,고속도로,폭력범죄,폭력행위등,44
2013,고속도로,폭력범죄,공갈,2
2013,고속도로,폭력범죄,손괴,30
2013,고속도로,지능범죄,소계,173
2013,고속도로,지능범죄,직권남용,1
2013,고속도로,지능범죄,증수뢰,1
2013,고속도로,지능범죄,통화,7
2013,고속도로,지능범죄,문서·인장,11
2013,고속도로,지능범죄,사기,109
2013,고속도로,지능범죄,횡령,44
2013,고속도로,풍속범죄,성풍속범죄,5
2013,노상,계,소계,827395
2013,노상,강력범죄,살인기수,36
2013,노상,강력범죄,살인미수등,143
2013,노상,강력범죄,강도,630
2013,노상,강력범죄,강간,340
2013,노상,강력범죄,유사강간,10
2013,노상,강력범죄,강제추행,4030
2013,노상,강력범죄,기타 강간·강제추행등,92
2013,노상,강력범죄,방화,294
2013,노상,폭력범죄,상해,22452
2013,노상,폭력범죄,폭행,58072
2013,노상,폭력범죄,체포·감금,256
2013,노상,폭력범죄,협박,928
2013,노상,폭력범죄,약취·유인,62
2013,노상,폭력범죄,폭력행위등,17402
2013,노상,폭력범죄,공갈,1605
2013,노상,폭력범죄,손괴,26615
2013,노상,지능범죄,소계,18767
2013,노상,지능범죄,직무유기,39
2013,노상,지능범죄,직권남용,45
2013,노상,지능범죄,증수뢰,18
2013,노상,지능범죄,통화,101
2013,노상,지능범죄,문서·인장,529
2013,노상,지능범죄,유가증권인지,24
2013,노상,지능범죄,사기,11976
2013,노상,지능범죄,횡령,5951
2013,노상,지능범죄,배임,84
2013,노상,풍속범죄,성풍속범죄,1895
2013,노상,풍속범죄,도박범죄,85
2013,백화점,계,소계,3146
2013,백화점,강력범죄,강도,1
2013,백화점,강력범죄,강제추행,11
